id,source_file,plain_text,glyphs,category,context_hint
0x301C,oot.o2r::text/nes_message_data_static,"Heeey!! What a nice tune!
--- PAGE ---
Just like that, my depression is
all gone! Something just came 
over me! I suddenly wanted to
dance like crazy!
--- PAGE ---
I am Darunia!
--- PAGE ---
I'm the big boss of the Gorons!
Was there something you wanted 
to ask me about?
--- PAGE ---
What?
--- PAGE ---
You want the Spiritual Stone of
Fire, too?
--- PAGE ---
The Spiritual Stone of Fire, also
known as the Goron's Ruby, is our
race's hidden treasure....
--- PAGE ---
But hold on--I'm not going to give
it to you that easily.
If you want it so badly...
--- PAGE ---
Why don't you go destroy the 
monsters inside of the Dodongo's 
Cavern and prove you're a real man?
--- PAGE ---
That way, everybody will be 
happy again! If you do it, I 
will give you anything you want,
even the Spiritual Stone!
--- PAGE ---
I have something for you. I'm not
really giving you this in
return for anything, but take it
anyway.
--- PAGE ---
If you wear this, even a little 
fella like you can pick a Bomb 
Flower using [A].",A,NPC_DIALOGUE,
0x3022,oot.o2r::text/nes_message_data_static,"I know a trick to conserve sticks!
If you light a stick on fire, it will 
burn to ashes. Press [A] to put it
away before it completely burns!
--- PAGE ---
By the way, I hid a stick
somewhere...
Hehehee...",A,NPC_DIALOGUE,
0x302B,oot.o2r::text/nes_message_data_static,"You pick the Bomb Flowers with 
[A]. Press [A] again to set it.",A,NPC_DIALOGUE,
0x406A,oot.o2r::text/nes_message_data_static,"Set a bean to [C] and use it on
the dirt right here.",C,NPC_DIALOGUE,
0x407F,oot.o2r::text/nes_message_data_static,"OK, listen up!
--- PAGE ---
Walk up to the water's edge and
press [C-Left] to look at a fish.
--- PAGE ---
While looking at a fish, you can 
cast your line with [B]. Press [A]
to brake the line.
--- PAGE ---
When the lure drops into the 
water, you can wiggle it with [D-Pad].
If you're a novice, you can also
use [B].
--- PAGE ---
Reel in your lure with [A]. Hold 
down [A] and [C-Down] to reel it in 
faster.
--- PAGE ---
If you feel a hit, press [A] and
[D-Pad] down to set the hook.
After that, reel it in with [A].
--- PAGE ---
Do you understand?

[CHOICE:2]Yes
No",C-Left|B|A|D-Pad|C-Down,MINIGAME,
0x4080,oot.o2r::text/nes_message_data_static,"I'm so generous, I'll let you fish
for as long as you want. However,
you can keep only one fish.
--- PAGE ---
The biggest fish ever caught here
weighed  pounds.
--- PAGE ---
After you cast, you can change
your view with [C-Left].
--- PAGE ---
Let's fish!",C-Left,MINIGAME,
0x4081,oot.o2r::text/nes_message_data_static,"Wah ha haah!
Did you set the hook by pressing
[A] and [D-Pad] down?",A|D-Pad,MINIGAME,
0x5056,oot.o2r::text/nes_message_data_static,"To get a good view, use [C-Right] and 
look around with [D-Pad].",C-Right|D-Pad,NPC_DIALOGUE,
0x7004,oot.o2r::text/nes_message_data_static,"Man, I am SO bored...
Things would sure be more
interesting if there were more...
troubles in the world...
--- PAGE ---
Hey, that's just between you and
me, OK?
--- PAGE ---
Anyway, maybe we can let off 
some steam by breaking these 
jars.
--- PAGE ---
Stand near a jar and press [A] to
lift it. Press [A] again to toss it!",A,NPC_DIALOGUE,
0x700C,oot.o2r::text/nes_message_data_static,"Please...with [C]...
Please sell me the contents of a
bottle...
Please...with [C]...",C,NPC_DIALOGUE,
0x70A2,oot.o2r::text/nes_message_data_static,"Select a mask with left or right
on [D-Pad].
[CHOICE:2]Talk to the shop owner.
Don't borrow",D-Pad,NPC_DIALOGUE,
0x70A3,oot.o2r::text/nes_message_data_static,"A mask is a [C] Button item. Set
it to [C] and press [C] to wear it.
--- PAGE ---
If you talk to someone with a 
mask on, you might get a reaction.
--- PAGE ---
If anyone is interested in the
mask, he or she will ask you 
about it. Someone may want the 
mask.
--- PAGE ---
Somewhere in the world, somebody
is waiting for these masks.
--- PAGE ---
Just have faith...",C,NPC_DIALOGUE,
0x70AD,oot.o2r::text/nes_message_data_static,"Choose a mask with left or right 
on [D-Pad].
[CHOICE:2]Ask about Mask of Truth
Don't borrow a mask",D-Pad,NPC_DIALOGUE,
0x70ED,oot.o2r::text/nes_message_data_static,"Please...with [C]...
Please sell me something...
Please...with [C]...",C,NPC_DIALOGUE,
Hint::RHT_BRIDGE_OPEN_HINT::398,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:l]The awakened ones have #already created a bridge# to the castle where the evil dwells.
--- PAGE ---",L,RANDOMIZER,
Hint::RHT_GANON_BK_START_WITH_HINT::405,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be #given from the start#.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_VANILLA_HINT::406,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be kept in a big chest #inside its tower#.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_OWN_DUNGEON_HINT::407,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be hidden somewhere #inside its castle#.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_OVERWORLD_HINT::408,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be hidden #outside of dungeons# in Hyrule.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_ANY_DUNGEON_HINT::409,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be hidden #inside a dungeon# in Hyrule.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_ANYWHERE_HINT::410,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be hidden somewhere
#in Hyrule#.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_TRIFORCE_HINT::411,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be given to the Hero once the #Triforce is completed.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_GANON_BK_SKULLTULA_HINT::412,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by the cursed rich man once #100 Gold Skulltula Tokens# are retrieved.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_LACS_VANILLA_HINT::413,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by #Zelda# once the #Shadow and Spirit Medallions# are retrieved.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_LACS_MEDALLIONS_HINT::414,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by #Zelda# once #[d] Medallion|# is|s# are| retrieved.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_LACS_STONES_HINT::415,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by #Zelda# once #[d] Spiritual Stone|# is|s# are| retrieved.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_LACS_REWARDS_HINT::416,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by #Zelda# once #[d]# #Spiritual Stone|# or #Medallion# is|s# and #Medallions# are| retrieved.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_LACS_DUNGEONS_HINT::417,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:b]And the #evil one#'s key will be provided by #Zelda# once #[d] Dungeon|# is|s# are| conquered.
--- PAGE ---",B,RANDOMIZER,
Hint::RHT_CHILD_ALTAR_TEXT_END_DOTSONGONLY::430,soh/soh/Enhancements/randomizer/3drando/hint_list.cpp,"[ICON:c]Ye who may become a Hero...
Stand with the Ocarina and
play the Song of Time.",C,RANDOMIZER,
