id,system,category,subcategory,plain_text,source_file
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L408,SOH_COSMETICS,ENHANCEMENT_MENU,,Bombchu,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L409,SOH_COSMETICS,ENHANCEMENT_MENU,,Trails.Boomerang,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L409,SOH_COSMETICS,ENHANCEMENT_MENU,,Boomerang,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L410,SOH_COSMETICS,ENHANCEMENT_MENU,,Trails.KokiriSword,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L411,SOH_COSMETICS,ENHANCEMENT_MENU,,Trails.MasterSword,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L412,SOH_COSMETICS,ENHANCEMENT_MENU,,Trails.BiggoronSword,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L413,SOH_COSMETICS,ENHANCEMENT_MENU,,Trails.Stick,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L413,SOH_COSMETICS,ENHANCEMENT_MENU,,Stick,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L414,SOH_COSMETICS,ENHANCEMENT_MENU,,Hammer,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L416,SOH_COSMETICS,ENHANCEMENT_MENU,,World.BlockOfTime,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L417,SOH_COSMETICS,ENHANCEMENT_MENU,,World.Moon,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L417,SOH_COSMETICS,ENHANCEMENT_MENU,,Moon,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L418,SOH_COSMETICS,ENHANCEMENT_MENU,,World.GossipStone,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L419,SOH_COSMETICS,ENHANCEMENT_MENU,,World.RedIce,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L420,SOH_COSMETICS,ENHANCEMENT_MENU,,World.MysteryItem,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L422,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.IdlePrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L423,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.IdleSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L424,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.NPCPrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L425,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.NPCSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L426,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.EnemyPrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L427,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.EnemySecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L428,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.PropsPrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L429,SOH_COSMETICS,ENHANCEMENT_MENU,,Navi.PropsSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L431,SOH_COSMETICS,ENHANCEMENT_MENU,,Ivan.IdlePrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L432,SOH_COSMETICS,ENHANCEMENT_MENU,,Ivan.IdleSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L434,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.FireKeesePrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L435,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.FireKeeseSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L436,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.IceKeesePrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L437,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.IceKeeseSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L439,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.Dog1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L440,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.Dog2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L441,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.GoldenSkulltula,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L442,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.Kokiri,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L442,SOH_COSMETICS,ENHANCEMENT_MENU,,Kokiri,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L443,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.Gerudo,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L443,SOH_COSMETICS,ENHANCEMENT_MENU,,Gerudo,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L444,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.MetalTrap,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L445,SOH_COSMETICS,ENHANCEMENT_MENU,,NPC.IronKnuckles,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L450,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.MagicBar,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L451,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.VisualSoA,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L451,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.BButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L451,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.AButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L452,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.StartButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L452,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.CUpButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L452,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.CDownButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L453,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.CLeftButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L453,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.CRightButton,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L453,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Dpad,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L454,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Minimap,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L454,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.SmallKey,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L454,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Rupees,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L455,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Carrots,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L455,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Timers,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L455,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.ArcheryScore,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L456,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.TitleCard.Map,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L456,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.TitleCard.Boss,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L456,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.IGT,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L460,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Carrots,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L460,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.Timers,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L460,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.ArcheryScore,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L461,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.TitleCard.Map,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L461,SOH_COSMETICS,ENHANCEMENT_MENU,,HUD.TitleCard.Boss,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L521,SOH_COSMETICS,ENHANCEMENT_MENU,,RainbowSpeed,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L545,SOH_COSMETICS,ENHANCEMENT_MENU,,RainbowSync,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L569,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic.FaroresPrimary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L572,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic_FaroresPrimary1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L574,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic_FaroresPrimary2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L578,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic.FaroresSecondary,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L581,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic_FaroresSecondary1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L583,SOH_COSMETICS,ENHANCEMENT_MENU,,Magic_FaroresSecondary2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L587,SOH_COSMETICS,ENHANCEMENT_MENU,,Link.GoronTunic,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L590,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_GoronTunic1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L592,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_GoronTunic2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L594,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_GoronTunic3,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L596,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_GoronTunic4,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L600,SOH_COSMETICS,ENHANCEMENT_MENU,,Link.ZoraTunic,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L603,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_ZoraTunic1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L605,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_ZoraTunic2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L607,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_ZoraTunic3,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L609,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_ZoraTunic4,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L616,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L618,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L620,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair3,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L622,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair4,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L626,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair5,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L627,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair6,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L628,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair7,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L629,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair8,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L630,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair9,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L631,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair10,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L632,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair11,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L633,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair12,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L634,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair13,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L635,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Hair14,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L639,SOH_COSMETICS,ENHANCEMENT_MENU,,Link.Linen,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L642,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen1,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L644,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen2,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L646,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen3,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L648,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen4,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L650,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen5,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L652,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen6,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L654,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen7,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L656,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen8,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L658,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen9,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L660,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen10,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L662,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen11,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L664,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen12,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L666,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen13,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L668,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen14,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L670,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen15,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L672,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen16,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L674,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen17,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L676,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen18,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L678,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen19,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L680,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen20,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L682,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen21,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L684,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen22,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L688,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen23,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L690,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen24,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L692,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen25,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L694,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen26,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L696,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen27,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L698,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen28,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L700,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen29,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L702,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen30,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L704,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen31,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L706,SOH_COSMETICS,ENHANCEMENT_MENU,,Link_Linen32,soh/soh/Enhancements/cosmetics/CosmeticsEditor.cpp
