domain,id,old_risk,new_risk,old_confidence,new_confidence,metadata_source,changed,notes
MAIN_GAME,0x7165,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7166,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7167,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7168,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7169,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716A,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716B,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716C,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716D,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716E,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x716F,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7170,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7171,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7172,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7173,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7174,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7175,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7176,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7177,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7178,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7179,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x717A,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x717B,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x717C,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x717D,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x717E,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x717F,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7180,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7181,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7182,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7183,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7184,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7185,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7186,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7187,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7188,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7189,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718A,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718B,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718C,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718D,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718E,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x718F,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7190,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7191,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7192,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7193,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7194,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7195,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7196,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7197,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x7198,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x7199,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719A,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719B,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719C,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719D,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719E,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x719F,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A0,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A1,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A2,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A3,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A4,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x71A5,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A6,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A7,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71A8,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x71A9,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71AA,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x71AB,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x71AC,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x71AD,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71AE,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71AF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71B0,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71B1,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x71B2,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0xFFFD,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,L02C certified; SKIPPED_NO_TEXT
MAIN_GAME,0xFFFF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
RANDOMIZER,Hint::RHT_DEKU_TREE_MAP_CHEST::0,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_SLINGSHOT_CHEST::1,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_SLINGSHOT_ROOM_SIDE_CHEST::2,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_COMPASS_CHEST::3,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_COMPASS_ROOM_SIDE_CHEST::4,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_BASEMENT_CHEST::5,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_MAP_CHEST::6,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_COMPASS_CHEST::7,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_SLINGSHOT_CHEST::8,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_SLINGSHOT_ROOM_BACK_CHEST::9,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_BASEMENT_CHEST::10,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_BEFORE_SPINNING_LOG_CHEST::11,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_QUEEN_GOHMA_HEART::12,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_QUEEN_GOHMA_HEART::13,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_GS_BASEMENT_BACK_ROOM::14,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_GS_BASEMENT_GATE::15,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_GS_BASEMENT_VINES::16,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_GS_COMPASS_ROOM::17,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_GS_LOBBY::18,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_GS_PAST_BOULDER_VINES::19,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_GS_BASEMENT_BACK_ROOM::20,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_MQ_DEKU_SCRUB::21,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_HEART::22,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DEKU_TREE_GRASS::23,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_CRATE_DEKU_TREE::24,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_BOSS_ROOM_CHEST::25,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MAP_CHEST::26,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_COMPASS_CHEST::27,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_BOMB_FLOWER_PLATFORM_CHEST::28,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_BOMB_BAG_CHEST::29,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_END_OF_BRIDGE_CHEST::30,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_MAP_CHEST::31,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_BOMB_BAG_CHEST::32,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_COMPASS_CHEST::33,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_LARVAE_ROOM_CHEST::34,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_TORCH_PUZZLE_ROOM_CHEST::35,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_UNDER_GRAVE_CHEST::36,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_KING_DODONGO_HEART::37,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_KING_DODONGO_HEART::38,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GS_VINES_ABOVE_STAIRS::39,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GS_SCARECROW::40,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GS_ALCOVE_ABOVE_STAIRS::41,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GS_BACK_ROOM::42,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GS_SIDE_ROOM_NEAR_LOWER_LIZALFOS::43,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_GS_SCRUB_ROOM::44,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_GS_LIZALFOS_ROOM::45,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_GS_LARVAE_ROOM::46,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_GS_BACK_AREA::47,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_DEKU_SCRUB_NEAR_BOMB_BAG_LEFT::48,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_DEKU_SCRUB_SIDE_ROOM_NEAR_DODONGOS::49,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_DEKU_SCRUB_NEAR_BOMB_BAG_RIGHT::50,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_DEKU_SCRUB_LOBBY::51,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_DEKU_SCRUB_LOBBY_REAR::52,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_DEKU_SCRUB_LOBBY_FRONT::53,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_DEKU_SCRUB_STAIRCASE::54,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_MQ_DEKU_SCRUB_SIDE_ROOM_NEAR_LOWER_LIZALFOS::55,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_POT_DODONGOS_CAVERN::56,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_HEART::57,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GOSSIP_STONE_FAIRY::58,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
RANDOMIZER,Hint::RHT_DODONGOS_CAVERN_GOSSIP_STONE_FAIRY_BIG::59,MEDIUM_RISK,MEDIUM_RISK,HIGH,HIGH,RANDOMIZER_DYNAMIC_PLACEHOLDERS,NO,Dynamic variable interpolation template
