id,domain,length,pages,max_lines_per_page,max_line_length,has_choice,has_player,risk_tier,reason
0x4010,MAIN_GAME,91,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4011,MAIN_GAME,146,2,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4012,MAIN_GAME,243,4,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4013,MAIN_GAME,86,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4014,MAIN_GAME,287,4,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4015,MAIN_GAME,63,1,4,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4016,MAIN_GAME,116,1,5,29,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (29) > 52 chars
0x4017,MAIN_GAME,222,3,3,31,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4018,MAIN_GAME,243,2,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4019,MAIN_GAME,103,2,3,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x401A,MAIN_GAME,76,1,4,22,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x401B,MAIN_GAME,542,6,5,31,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (31) > 52 chars
0x401C,MAIN_GAME,67,1,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x401D,MAIN_GAME,77,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x401E,MAIN_GAME,12,1,1,12,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x401F,MAIN_GAME,393,5,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4020,MAIN_GAME,57,1,3,23,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4021,MAIN_GAME,86,1,4,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4022,MAIN_GAME,109,2,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4023,MAIN_GAME,35,1,2,22,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4024,MAIN_GAME,18,1,2,9,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4025,MAIN_GAME,265,3,5,38,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (38) > 52 chars
0x4026,MAIN_GAME,80,1,3,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4027,MAIN_GAME,222,3,5,30,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (30) > 52 chars
0x4028,MAIN_GAME,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4029,MAIN_GAME,71,2,2,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402A,MAIN_GAME,136,2,3,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402B,MAIN_GAME,70,1,3,33,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402C,MAIN_GAME,51,1,2,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402D,MAIN_GAME,74,1,3,31,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402E,MAIN_GAME,75,1,3,28,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x402F,MAIN_GAME,268,3,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4030,MAIN_GAME,191,3,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4031,MAIN_GAME,387,4,5,33,NO,YES,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (33) > 52 chars
0x4032,MAIN_GAME,62,1,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4033,MAIN_GAME,122,2,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4034,MAIN_GAME,106,1,5,32,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (32) > 52 chars
0x4035,MAIN_GAME,153,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4036,MAIN_GAME,29,1,2,19,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4037,MAIN_GAME,322,3,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4038,MAIN_GAME,321,3,6,34,NO,NO,HIGH_LAYOUT_RISK,Lines per page (6) > 4 or line length (34) > 52 chars
0x4039,MAIN_GAME,281,3,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x403A,MAIN_GAME,65,1,2,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x403B,MAIN_GAME,230,2,5,31,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (31) > 52 chars
0x403C,MAIN_GAME,4,1,1,4,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x403D,MAIN_GAME,4,1,1,4,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x403E,MAIN_GAME,988,14,3,31,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x403F,MAIN_GAME,45,1,3,21,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4040,MAIN_GAME,4,1,1,4,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4041,MAIN_GAME,177,3,3,31,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4042,MAIN_GAME,50,1,2,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4043,MAIN_GAME,129,3,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4044,MAIN_GAME,4,1,1,4,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4045,MAIN_GAME,55,1,3,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4046,MAIN_GAME,134,2,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4047,MAIN_GAME,62,1,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4048,MAIN_GAME,36,1,2,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4049,MAIN_GAME,162,3,2,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x404A,MAIN_GAME,113,1,5,26,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (26) > 52 chars
0x404B,MAIN_GAME,417,7,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x404C,MAIN_GAME,385,6,4,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x404D,MAIN_GAME,158,3,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x404E,MAIN_GAME,97,1,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x404F,MAIN_GAME,79,1,4,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4050,MAIN_GAME,81,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4051,MAIN_GAME,299,4,4,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4052,MAIN_GAME,37,1,2,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4053,MAIN_GAME,59,1,4,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4054,MAIN_GAME,171,3,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4055,MAIN_GAME,67,1,4,21,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4056,MAIN_GAME,162,2,5,27,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (27) > 52 chars
0x4057,MAIN_GAME,78,1,3,29,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4058,MAIN_GAME,37,1,2,18,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4059,MAIN_GAME,188,3,2,38,NO,YES,NEEDS_RUNTIME_CHECK,Boundary line length (38) or dynamic [PLAYER] token on line
0x405A,MAIN_GAME,10,1,1,10,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x405B,MAIN_GAME,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x405C,MAIN_GAME,67,1,4,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x405D,MAIN_GAME,23,1,1,23,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x405E,MAIN_GAME,152,2,4,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x405F,MAIN_GAME,151,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4060,MAIN_GAME,163,2,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4061,MAIN_GAME,131,2,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4062,MAIN_GAME,178,2,4,42,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4063,MAIN_GAME,181,2,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4064,MAIN_GAME,180,2,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4065,MAIN_GAME,162,2,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4066,MAIN_GAME,177,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4067,MAIN_GAME,146,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4068,MAIN_GAME,27,1,2,14,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4069,MAIN_GAME,65,1,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406A,MAIN_GAME,57,1,2,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406B,MAIN_GAME,94,1,3,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406C,MAIN_GAME,83,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406D,MAIN_GAME,134,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406E,MAIN_GAME,135,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x406F,MAIN_GAME,135,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4070,MAIN_GAME,135,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4071,MAIN_GAME,135,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4072,MAIN_GAME,134,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4073,MAIN_GAME,134,1,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4074,MAIN_GAME,122,1,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4075,MAIN_GAME,83,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4076,MAIN_GAME,164,1,5,39,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (39) > 52 chars
0x4077,MAIN_GAME,42,1,2,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4078,MAIN_GAME,64,1,2,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4079,MAIN_GAME,86,1,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407A,MAIN_GAME,53,1,2,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407B,MAIN_GAME,59,1,4,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407C,MAIN_GAME,162,2,4,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407D,MAIN_GAME,70,1,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407E,MAIN_GAME,43,1,2,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x407F,MAIN_GAME,559,7,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4080,MAIN_GAME,275,4,3,41,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4081,MAIN_GAME,64,1,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4082,MAIN_GAME,29,1,2,15,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4083,MAIN_GAME,72,1,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4084,MAIN_GAME,68,1,4,23,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4085,MAIN_GAME,55,1,2,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4086,MAIN_GAME,129,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4087,MAIN_GAME,29,1,2,23,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4088,MAIN_GAME,219,3,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4089,MAIN_GAME,83,1,3,31,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408A,MAIN_GAME,42,1,4,25,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408B,MAIN_GAME,75,1,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408C,MAIN_GAME,41,1,2,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408D,MAIN_GAME,157,2,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408E,MAIN_GAME,115,1,4,37,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x408F,MAIN_GAME,167,2,3,47,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (47) or dynamic [PLAYER] token on line
0x4090,MAIN_GAME,125,2,4,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4091,MAIN_GAME,114,2,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4092,MAIN_GAME,81,1,3,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4093,MAIN_GAME,360,5,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4094,MAIN_GAME,147,3,3,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4095,MAIN_GAME,135,3,3,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4096,MAIN_GAME,318,5,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4097,MAIN_GAME,149,2,4,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4098,MAIN_GAME,181,2,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x4099,MAIN_GAME,155,2,4,35,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (35) or dynamic [PLAYER] token on line
0x409A,MAIN_GAME,171,3,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x409B,MAIN_GAME,153,3,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x409C,MAIN_GAME,98,1,3,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x409D,MAIN_GAME,85,1,4,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x409E,MAIN_GAME,126,2,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x409F,MAIN_GAME,249,3,4,34,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (34) or dynamic [PLAYER] token on line
0x40A0,MAIN_GAME,256,4,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A1,MAIN_GAME,103,1,4,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A2,MAIN_GAME,93,1,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A3,MAIN_GAME,269,4,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A4,MAIN_GAME,84,1,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A5,MAIN_GAME,158,2,3,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A6,MAIN_GAME,76,1,3,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A7,MAIN_GAME,430,5,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A8,MAIN_GAME,55,1,3,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40A9,MAIN_GAME,242,2,4,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AA,MAIN_GAME,221,3,3,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AB,MAIN_GAME,267,3,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AC,MAIN_GAME,128,2,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AD,MAIN_GAME,88,1,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AE,MAIN_GAME,96,1,3,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40AF,MAIN_GAME,222,2,4,51,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (51) or dynamic [PLAYER] token on line
0x40B0,MAIN_GAME,228,2,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40B1,MAIN_GAME,120,1,4,36,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40B2,MAIN_GAME,77,1,3,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x40B3,MAIN_GAME,177,3,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5000,MAIN_GAME,327,4,4,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5001,MAIN_GAME,133,1,4,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5002,MAIN_GAME,69,1,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5003,MAIN_GAME,123,2,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5004,MAIN_GAME,20,1,1,20,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5005,MAIN_GAME,93,2,4,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5006,MAIN_GAME,52,1,2,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5007,MAIN_GAME,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5008,MAIN_GAME,18,1,1,18,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5009,MAIN_GAME,251,4,2,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500A,MAIN_GAME,89,1,4,25,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500B,MAIN_GAME,100,2,2,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500C,MAIN_GAME,66,1,4,25,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500D,MAIN_GAME,54,1,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500E,MAIN_GAME,41,1,2,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x500F,MAIN_GAME,235,4,3,33,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (33) or dynamic [PLAYER] token on line
0x5010,MAIN_GAME,841,10,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5011,MAIN_GAME,55,1,4,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5012,MAIN_GAME,750,8,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5013,MAIN_GAME,235,3,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5014,MAIN_GAME,417,4,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5015,MAIN_GAME,101,2,3,31,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (31) or dynamic [PLAYER] token on line
0x5016,MAIN_GAME,203,3,3,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5017,MAIN_GAME,66,1,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5018,MAIN_GAME,359,5,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5019,MAIN_GAME,70,1,4,23,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x501A,MAIN_GAME,15,1,1,15,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x501B,MAIN_GAME,21,1,1,21,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x501C,MAIN_GAME,321,3,4,39,NO,YES,NEEDS_RUNTIME_CHECK,Boundary line length (39) or dynamic [PLAYER] token on line
0x501D,MAIN_GAME,57,1,3,30,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x501E,MAIN_GAME,53,1,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x501F,MAIN_GAME,52,1,3,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5020,MAIN_GAME,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5021,MAIN_GAME,93,1,4,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5022,MAIN_GAME,207,2,4,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5023,MAIN_GAME,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5024,MAIN_GAME,315,4,4,36,NO,YES,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5025,MAIN_GAME,630,6,5,35,NO,NO,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (35) > 52 chars
0x5026,MAIN_GAME,171,2,3,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5027,MAIN_GAME,64,1,3,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5028,MAIN_GAME,417,4,4,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5029,MAIN_GAME,32,1,1,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502A,MAIN_GAME,232,2,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502B,MAIN_GAME,60,1,2,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502C,MAIN_GAME,192,2,3,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502D,MAIN_GAME,434,5,4,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502E,MAIN_GAME,63,1,3,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x502F,MAIN_GAME,33,1,2,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5030,MAIN_GAME,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5031,MAIN_GAME,572,5,5,37,NO,YES,HIGH_LAYOUT_RISK,Lines per page (5) > 4 or line length (37) > 52 chars
0x5032,MAIN_GAME,316,3,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5033,MAIN_GAME,76,1,3,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5034,MAIN_GAME,215,3,4,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5035,MAIN_GAME,235,4,4,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5036,MAIN_GAME,135,2,3,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5037,MAIN_GAME,111,1,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5038,MAIN_GAME,109,1,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
0x5039,MAIN_GAME,108,1,4,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
