id,system,max_line_length,line_count,page_count,risk_class,verdict,notes
0x5003,MAIN_GAME,32,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5005,MAIN_GAME,28,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5009,MAIN_GAME,43,10,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x500B,MAIN_GAME,29,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x500F,MAIN_GAME,33,12,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5010,MAIN_GAME,36,34,10,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5012,MAIN_GAME,36,32,8,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5013,MAIN_GAME,32,11,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5014,MAIN_GAME,34,17,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5015,MAIN_GAME,31,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5016,MAIN_GAME,29,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5018,MAIN_GAME,34,17,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x501C,MAIN_GAME,39,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5022,MAIN_GAME,38,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5024,MAIN_GAME,36,13,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5025,MAIN_GAME,35,25,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5026,MAIN_GAME,34,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5028,MAIN_GAME,36,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x502A,MAIN_GAME,32,9,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x502C,MAIN_GAME,35,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x502D,MAIN_GAME,32,19,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5031,MAIN_GAME,37,23,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5032,MAIN_GAME,35,12,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5034,MAIN_GAME,35,10,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5035,MAIN_GAME,34,11,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5036,MAIN_GAME,32,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x503B,MAIN_GAME,35,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x503E,MAIN_GAME,34,28,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5041,MAIN_GAME,32,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5043,MAIN_GAME,35,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5048,MAIN_GAME,32,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5049,MAIN_GAME,26,5,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x504D,MAIN_GAME,30,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5057,MAIN_GAME,29,12,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5059,MAIN_GAME,32,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x505A,MAIN_GAME,28,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x505B,MAIN_GAME,33,28,8,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x505C,MAIN_GAME,35,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x505D,MAIN_GAME,32,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5063,MAIN_GAME,36,21,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5066,MAIN_GAME,31,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5067,MAIN_GAME,34,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x506A,MAIN_GAME,35,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x506C,MAIN_GAME,35,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5077,MAIN_GAME,32,8,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5079,MAIN_GAME,27,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x507B,MAIN_GAME,31,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x507C,MAIN_GAME,24,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x507F,MAIN_GAME,33,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5085,MAIN_GAME,29,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5087,MAIN_GAME,35,15,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5088,MAIN_GAME,30,12,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x5089,MAIN_GAME,30,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x508A,MAIN_GAME,35,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x508D,MAIN_GAME,33,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6004,MAIN_GAME,40,28,7,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6005,MAIN_GAME,35,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6007,MAIN_GAME,37,17,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x600C,MAIN_GAME,42,17,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x600D,MAIN_GAME,35,9,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6012,MAIN_GAME,26,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6013,MAIN_GAME,33,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6014,MAIN_GAME,33,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6017,MAIN_GAME,34,7,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6018,MAIN_GAME,36,15,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x601D,MAIN_GAME,33,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6020,MAIN_GAME,37,12,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6021,MAIN_GAME,35,8,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6023,MAIN_GAME,37,31,9,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6024,MAIN_GAME,35,36,9,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6025,MAIN_GAME,32,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6035,MAIN_GAME,33,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6036,MAIN_GAME,61,3,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6039,MAIN_GAME,34,18,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x603A,MAIN_GAME,35,10,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x603F,MAIN_GAME,34,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6040,MAIN_GAME,32,18,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6042,MAIN_GAME,38,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6044,MAIN_GAME,31,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6046,MAIN_GAME,27,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x605B,MAIN_GAME,32,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x605C,MAIN_GAME,33,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x605D,MAIN_GAME,41,12,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x605E,MAIN_GAME,33,20,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x605F,MAIN_GAME,32,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6062,MAIN_GAME,30,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6065,MAIN_GAME,32,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x606A,MAIN_GAME,29,11,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x606C,MAIN_GAME,31,10,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x606E,MAIN_GAME,34,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6071,MAIN_GAME,30,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6072,MAIN_GAME,28,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6074,MAIN_GAME,28,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6076,MAIN_GAME,32,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6077,MAIN_GAME,28,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6078,MAIN_GAME,28,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6079,MAIN_GAME,30,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x607A,MAIN_GAME,31,11,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x607D,MAIN_GAME,32,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x607E,MAIN_GAME,31,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x607F,MAIN_GAME,20,7,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6081,MAIN_GAME,36,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6084,MAIN_GAME,28,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6085,MAIN_GAME,26,15,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x6086,MAIN_GAME,31,20,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7004,MAIN_GAME,32,15,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7007,MAIN_GAME,32,27,7,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7009,MAIN_GAME,31,15,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x700A,MAIN_GAME,32,6,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x700D,MAIN_GAME,27,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x700E,MAIN_GAME,32,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7012,MAIN_GAME,29,5,1,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7013,MAIN_GAME,33,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7015,MAIN_GAME,54,3,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7016,MAIN_GAME,28,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7018,MAIN_GAME,32,8,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x701B,MAIN_GAME,36,11,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x701E,MAIN_GAME,32,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x701F,MAIN_GAME,41,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7024,MAIN_GAME,36,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7025,MAIN_GAME,29,7,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7026,MAIN_GAME,24,9,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7027,MAIN_GAME,32,15,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7029,MAIN_GAME,36,10,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x702A,MAIN_GAME,48,7,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x702C,MAIN_GAME,40,17,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7031,MAIN_GAME,27,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7036,MAIN_GAME,73,12,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7037,MAIN_GAME,32,16,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7039,MAIN_GAME,26,6,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x703D,MAIN_GAME,34,9,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7040,MAIN_GAME,38,8,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x704F,MAIN_GAME,41,24,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7051,MAIN_GAME,43,22,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7053,MAIN_GAME,40,49,15,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7054,MAIN_GAME,34,10,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7055,MAIN_GAME,24,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7057,MAIN_GAME,39,23,8,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x705B,MAIN_GAME,40,8,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x705C,MAIN_GAME,88,25,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x705D,MAIN_GAME,39,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x705F,MAIN_GAME,31,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7063,MAIN_GAME,32,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7065,MAIN_GAME,35,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7067,MAIN_GAME,43,13,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x706C,MAIN_GAME,62,4,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x706F,MAIN_GAME,38,7,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7074,MAIN_GAME,35,17,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7075,MAIN_GAME,31,8,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x707A,MAIN_GAME,38,20,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x707C,MAIN_GAME,38,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7082,MAIN_GAME,41,13,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7084,MAIN_GAME,40,20,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7087,MAIN_GAME,39,11,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x708A,MAIN_GAME,31,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x708B,MAIN_GAME,35,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x708C,MAIN_GAME,38,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7090,MAIN_GAME,39,19,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7091,MAIN_GAME,40,14,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7093,MAIN_GAME,30,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x7095,MAIN_GAME,47,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x709A,MAIN_GAME,37,13,4,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x709F,MAIN_GAME,28,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70A1,MAIN_GAME,44,18,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70A3,MAIN_GAME,43,15,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70A8,MAIN_GAME,25,7,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70A9,MAIN_GAME,34,6,3,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70AA,MAIN_GAME,39,18,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70AE,MAIN_GAME,39,13,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70B2,MAIN_GAME,60,2,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70B6,MAIN_GAME,60,2,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70C7,MAIN_GAME,27,8,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70C9,MAIN_GAME,33,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70CD,MAIN_GAME,30,6,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70D0,MAIN_GAME,32,5,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70D1,MAIN_GAME,41,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70F4,MAIN_GAME,41,32,9,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70F5,MAIN_GAME,31,7,2,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70F6,MAIN_GAME,26,11,5,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70F7,MAIN_GAME,32,14,6,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
0x70F8,MAIN_GAME,36,21,7,PAGE_OVERFLOW_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
