resource,special_type,reason,confidence,recommended_future_path
turibori_sceneTex_00BCE0,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in turibori; IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
turibori_sceneTex_00F4E0,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in turibori; IA format (ia4) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
ydan_boss_room_0Tex_005FF0,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in ydan_boss; IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
ydan_boss_room_1Tex_005FE8,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in ydan_boss; IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
yousei_izumi_tate_sceneTex_002010,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in yousei_izumi_tate; IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
yousei_izumi_tate_sceneTex_003810,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in yousei_izumi_tate; IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
yousei_izumi_yoko_sceneTex_0055A0,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in yousei_izumi_yoko; IA format (ia4) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
yousei_izumi_yoko_sceneTex_00B5A0,TRANSPARENT/ALPHA_TEST,scene texture (offset-named) in yousei_izumi_yoko; IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gAttackDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gAttackDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gAttackDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gAttackDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gCheckDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gCheckDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gCheckDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gCheckDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gClimbDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gClimbDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gClimbDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gClimbDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDecideDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDecideDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDecideDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDecideDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDiveDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDiveDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDiveDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDiveDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDownDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDownDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDownDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDownDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDropDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDropDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDropDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDropDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEnterDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEnterDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gEnterDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gEnterDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFasterDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFasterDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gFasterDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gFasterDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gGrabDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gGrabDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gGrabDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gGrabDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gJumpDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gJumpDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gJumpDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gJumpDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNextDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNextDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNextDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNextDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum1DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum1DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum1DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum1DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum2DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum2DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum2DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum2DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum3DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum3DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum3DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum3DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum4DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum4DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum4DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum4DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum5DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum5DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum5DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum5DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum6DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum6DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum6DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum6DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum7DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum7DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum7DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum7DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum8DoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gNum8DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum8DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gNum8DoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gOpenDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gOpenDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gOpenDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gOpenDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gPutAwayDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gPutAwayDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gPutAwayDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gPutAwayDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gReelDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gReelDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gReelDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gReelDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gReturnDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gReturnDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gReturnDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gReturnDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSaveDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSaveDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSaveDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSaveDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSpeakDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSpeakDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSpeakDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSpeakDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gStopDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gStopDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gStopDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gStopDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gThrowDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gThrowDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gThrowDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gThrowDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnusedNaviDoActionENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnusedNaviDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static'; fairy/Navi effect keyword,HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gUnusedNaviDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static'; fairy/Navi effect keyword,HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gUnusedNaviDoActionJPNTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gForestTempleTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gForestTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gForestTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gShadowTempleTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gShadowTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gShadowTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gFireTempleTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFireTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gFireTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gWaterTempleTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gWaterTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gWaterTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSpiritTempleTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSpiritTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gSpiritTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDekuTreeTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDekuTreeTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDekuTreeTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gJabuJabuTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gJabuJabuTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gJabuJabuTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDodongosCavernTitleCardENGTex,TRANSPARENT/ALPHA_TEST,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDodongosCavernTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
gDodongosCavernTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH,UI-protected 2D path: no fog/PBR/world-lighting/RTX ever
