resource,category,reason,confidence
gPauseToSelectItemENGTex,UI_2D,dedicated UI texture group 'icon_item_nes_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseWaterTitleENGTex,UI_2D,dedicated UI texture group 'icon_item_nes_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseYesENGTex,UI_2D,dedicated UI texture group 'icon_item_nes_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gABtnSymbolTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gBBtnSymbolTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gCBtnSymbolsTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gHeartPieceIcon1Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gHeartPieceIcon2Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gHeartPieceIcon3Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gItemIconAdultsWalletTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconArrowFireTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconArrowIceTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconArrowLightTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBombBag20Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBombBag30Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBombBag40Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBombTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBombchuTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBoomerangTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBootsHoverTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBootsIronTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBootsKokiriTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleBigPoeTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleBlueFireTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleBugTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleEmptyTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleFairyTex,UI_2D,dedicated UI texture group 'icon_item_static'; fairy/Navi effect keyword,HIGH
gItemIconBottleFishTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleMilkFullTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleMilkHalfTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottlePoeTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottlePotionBlueTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottlePotionGreenTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottlePotionRedTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBottleRutosLetterTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBowFireTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBowIceTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBowLightTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBowTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBrokenGiantsKnifeTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBrokenGoronsSwordTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBulletBag30Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBulletBag40Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconBulletBag50Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconChickenTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconClaimCheckTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconCojiroTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconDekuNutTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconDekuSeedsTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconDekuStickTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconDinsFireTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconEyeDropsTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconEyeballFrogTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconFaroresWindTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconFishingPoleTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconGiantsWalletTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconGoldenGauntletsTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconGoronsBraceletTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconHammerTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconHookshotTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconLensOfTruthTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconLongshotTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMagicBeanTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskBunnyHoodTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskGerudoTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskGoronTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskKeatonTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskSkullTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskSpookyTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskTruthTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconMaskZoraTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconNayrusLoveTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconOcarinaFairyTex,UI_2D,dedicated UI texture group 'icon_item_static'; fairy/Navi effect keyword,HIGH
gItemIconOcarinaOfTimeTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconOddMushroomTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconOddPotionTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconPoachersSawTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconPocketCuccoTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconPocketEggTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconPrescriptionTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconQuiver30Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconQuiver40Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconQuiver50Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconScaleGoldenTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconScaleSilverTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconShieldDekuTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconShieldHylianTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconShieldMirrorTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSilverGauntletsTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSlingshotTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSoldOutTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSwordBiggoronTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSwordKokiriTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconSwordMasterTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconTunicGoronTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconTunicKokiriTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconTunicZoraTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconWeirdEggTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gItemIconZeldasLetterTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gLButtonTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gMagicArrowEquipEffectTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gNamePanelLeftTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gNamePanelRightTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment00Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment01Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment02Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment03Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment04Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment11Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment12Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment13Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment14Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment20Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment21Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment22Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment23Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseEquipment24Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseGameOver10Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap00Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap01Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap02Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap03Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap04Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap11Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap12Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap13Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap14Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap20Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap21Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap22Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap23Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMap24Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMenuCursorBottomLeftTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMenuCursorBottomRightTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMenuCursorTopLeftTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPauseMenuCursorTopRightTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPausePromptCursorTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gPauseQuestStatus00Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gPauseQuestStatus01Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus02Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus03Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus04Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus11Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus12Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus13Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus14Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus20Tex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gPauseQuestStatus21Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus22Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus23Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseQuestStatus24Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave00Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave01Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave02Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave03Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave04Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave11Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave12Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave13Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave14Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave20Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave21Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave22Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave23Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSave24Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem01Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem02Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem03Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem04Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem11Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem12Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem13Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem14Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem21Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem22Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem23Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseSelectItem24Tex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gPauseUnusedCursorTex,UI_2D,dedicated UI texture group 'icon_item_static',HIGH
gRButtonTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gSongNoteTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gUnknownJPTex,UI_2D,dedicated UI texture group 'icon_item_static'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gBigKeyItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBigPoeItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBigPoeItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBigPoeItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBigPoeItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBiggoronsSwordItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBiggoronsSwordItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBiggoronsSwordItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBiggoronsSwordItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBlueFireItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBlueFireItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBlueFireItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBlueFireItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBluePotionItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBluePotionItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBluePotionItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBluePotionItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBoleroOfFireItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBoleroOfFireItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBoleroOfFireItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBoleroOfFireItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag20ItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag20ItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag20ItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag20ItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag30ItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag30ItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag30ItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag30ItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag40ItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombBag40ItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag40ItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombBag40ItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombItemNameItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombchuItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBombchuItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombchuItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBombchuItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBoomerangItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBoomerangItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBoomerangItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBoomerangItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBossKeyItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBottledFairyItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH
gBottledFairyItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static'; fairy/Navi effect keyword,HIGH
gBottledFairyItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static'; fairy/Navi effect keyword,HIGH
gBottledFairyItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH
gBrokenGiantsKnifeItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBrokenGiantsKnifeItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBrokenGiantsKnifeItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBrokenGiantsKnifeItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBrokenGoronsSwordItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBrokenGoronsSwordItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBrokenGoronsSwordItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBrokenGoronsSwordItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBugItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBugItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBugItemNameGERTex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
gBugItemNameJPNTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBulletBag30ItemNameENGTex,UI_2D,dedicated UI texture group 'item_name_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gBulletBag30ItemNameFRATex,UI_2D,dedicated UI texture group 'item_name_static',HIGH
